text,body_len,punct%,cap_count,has_link,clean_text,label
"Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?",175,6.21,0,0,not drive reason call bbdtht chikku hw abt dvg coldheard tht vinobanagar violence hw conditionand hw ru problem,ham
Sat right? Okay thanks... ,26,18.18,0,0,sit right okay thank,ham
"Ha. You donÛ÷t know either. I did a a clever but simple thing with pears the other day, perfect for christmas.",111,4.4,0,0,ha donû÷t know clever simple thing pear day perfect christmas,ham
"URGENT! Your mobile number *************** WON a å£2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm",167,15.6,4,0,urgent mobile number win å£2000 bonus caller prize 100603 2nd attempt reach 09066368753 asap box 97n7qp 150ppm,spam
They did't play one day last year know even though they have very good team.. Like india.,89,5.48,0,0,didt play day year know good team like india,ham
"REMINDER FROM O2: To get 2.50 pounds free call credit and details of great offers pls reply 2 this text with your valid name, house no and postcode",147,2.5,3,0,reminder o2 250 pound free credit detail great offer pls reply 2 text valid house postcode,spam
I've reached sch already...,27,16.67,0,0,ve reach sch,ham
Well I wasn't available as I washob nobbing with last night so they had to ask Nickey Platt instead of me!;,107,3.45,0,0,not available washob nobbe night ask nickey platt instead,ham
I'm fine. Hope you are good. Do take care.,42,11.76,0,0,m fine hope good care,ham
Good morning. At the repair shop--the ONLY reason i'm up at this hour.,70,8.62,1,0,good morning repair shopthe reason m hour,ham
"Not for possession, especially not first offense",48,2.38,0,0,possession especially offense,ham
"That's very rude, you on campus?",32,11.11,0,0,s rude campus,ham
K and you're sure I don't have to have consent forms to do it :V,64,6.0,1,0,k sure not consent form v,ham
Would you like to see my XXX pics they are so hot they were nearly banned in the uk!,84,1.52,1,0,like xxx pic hot nearly ban uk,spam
Have a good trip. Watch out for . Remember when you get back we must decide about easter.,89,4.17,0,0,good trip watch remember decide easter,ham
Oh ok no prob..,15,16.67,0,0,oh ok prob,ham
"Hello. Sort of out in town already. That . So dont rush home, I am eating nachos. Will let you know eta.",104,7.23,0,0,hello sort town not rush home eat nachos let know eta,ham
Near kalainar tv office.thenampet,33,3.33,0,0,near kalainar tv officethenampet,ham
"Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p",126,2.88,4,0,date service ask 2 contact u shy 09058091870 reveal pobox84 m26 3uz 150p,spam
"Kate jackson rec center before 7ish, right?",43,5.41,0,0,kate jackson rec center 7ish right,ham
So i could kiss and feel you next to me...,42,9.09,0,0,kiss feel,ham
Dear good morning now only i am up,34,0.0,0,0,dear good morning,ham
Amazing : If you rearrange these letters it gives the same meaning... Dormitory = Dirty room Astronomer = Moon starer The eyes = They see Election results = Lies lets recount Mother-in-law = Woman Hitler Eleven plus two =Twelve plus one Its Amazing... !:-),256,8.92,0,0,amazing rearrange letter give meaning dormitory dirty room astronomer moon starer eye election result lie let recount motherinlaw woman hitler plus plus amazing,ham
Oh thanks a lot..i already bought 2 eggs ..,43,11.43,0,0,oh thank loti buy 2 egg,ham
"\CHEERS FOR CALLIN BABE.SOZI CULDNT TALKBUT I WANNATELL U DETAILS LATER WENWECAN CHAT PROPERLY X\""""",99,5.88,13,0,cheer callin babesozi culdnt talkbut wannatell u detail later wenwecan chat properly x,ham
I'm done...,11,40.0,0,0,m,ham
Yavnt tried yet and never played original either,48,0.0,0,0,yavnt try play original,ham
I was at bugis juz now wat... But now i'm walking home oredi... ÌÏ so late then reply... I oso saw a top dat i like but din buy... Where r Ì_ now? ,147,13.16,2,0,bugis juz wat m walk home oredi ìï late reply oso see dat like din buy r ì,ham
Where at were hungry too,24,0.0,0,0,hungry,ham
Just do what ever is easier for you,35,0.0,0,0,easy,ham
"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday.",168,7.25,1,0,m actor work work evening sleep late m unemployed moment sleep late unemployed day saturday,ham
Sitting ard nothing to do lor. U leh busy w work?,49,5.13,0,0,sit ard lor u leh busy w work,ham
Are you plans with your family set in stone ?,45,2.78,0,0,plan family set stone,ham
"Aight yo, dats straight dogg",28,4.17,0,0,aight yo dat straight dogg,ham
Yesterday its with me only . Now am going home.,47,5.26,0,0,yesterday go home,ham
Ok set let u noe e details later...,35,10.71,0,0,ok set let u noe e detail later,ham
Where in abj are you serving. Are you staying with dad or alone.,64,3.85,0,0,abj serve stay dad,ham
"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May",70,16.95,0,0,heygreat dealfarm tour 9 5 pm 95pax 50 deposit 16,ham
Wat happened to the cruise thing,32,0.0,0,0,wat happen cruise thing,ham
Can you please send me my aunty's number,40,3.03,0,0,send auntys number,ham
Nothing spl..wat abt u and whr ru?,34,10.71,0,0,splwat abt u whr ru,ham
"Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary",105,5.75,0,0,yeah bored depressed sittin waitin phone ring hope wind drop scary,ham
The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8,133,7.34,0,0,beauty life second hide thousand secret wish second wonderful ur life gud n8,ham
Nope... Juz off from work...,28,25.0,0,0,nope juz work,ham
"Erm... Woodland avenue somewhere. Do you get the parish magazine, his telephone number will be in there.",104,6.82,0,0,erm woodland avenue parish magazine telephone number,ham
Ok i msg u b4 i leave my house.,31,4.35,0,0,ok msg u b4 leave house,ham
LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP,54,2.33,12,0,look fuckin time fuck think,ham
"Aight, I'm chillin in a friend's room so text me when you're on the way",71,7.02,0,0,aight m chillin friend room text way,ham
Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams,176,7.53,0,0,heart love mind wisdom eye r dream life frnd alwys touch good night sweet dream,ham
Aft i finish my lunch then i go str down lor. Ard 3 smth lor. U finish ur lunch already?,88,4.35,0,0,aft finish lunch str lor ard 3 smth lor u finish ur lunch,ham
WINNER!! As a valued network customer you have been selected to receivea å£900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.,158,4.51,2,0,winner value network customer select receivea å£900 prize reward claim 09061701461 claim code kl341 valid 12 hour,spam
Only saturday and sunday holiday so its very difficult:),56,4.17,0,0,saturday sunday holiday difficult,ham
Sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon..,87,9.72,0,0,sorry dai think call lot timeslil busyi noon,ham
I am late. I will be there at,29,4.55,0,0,late,ham
"The guy (kadeem) hasn't been selling since the break, I know one other guy but he's paranoid as fuck and doesn't like selling without me there and I can't be up there til late tonight",183,4.7,0,0,guy kadeem not sell break know guy s paranoid fuck not like sell not til late tonight,ham
Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:),119,15.84,3,0,imagine life fast u search medont worry lm disturb u goodnoon,ham
"Height of \Oh shit....!!\"" situation: A guy throws a luv letter on a gal but falls on her brothers head whos a gay",114,10.87,0,0,height oh shit situation guy throw luv letter gal fall brother head s gay,ham
Just got outta class gonna go gym.,34,3.57,0,0,get outta class go to gym,ham
Loosu go to hospital. De dont let it careless.,46,5.26,0,0,loosu hospital de not let careless,ham
So that means you still think of teju,37,0.0,0,0,mean think teju,ham
Yo dude guess who just got arrested the other day,49,0.0,0,0,yo dude guess get arrest day,ham
K da:)how many page you want?,29,12.5,0,0,k dahow page want,ham
Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.,95,2.53,0,0,thank lot wish birthday thank make birthday truly memorable,ham
Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,149,2.38,0,0,purity friendship smile read forwarded messageit smile see gud evng musthu,ham
That was random saw my old roomate on campus. He graduated,58,2.08,0,0,random see old roomate campus graduate,ham
You best watch what you say cause I get drunk as a motherfucker,63,0.0,0,0,well watch cause drunk motherfucker,ham
U studying in sch or going home? Anyway i'll b going 2 sch later.,65,5.77,0,0,u study sch go home ill b go 2 sch later,ham
Ha ha ha good joke. Girls are situation seekers.,48,5.0,0,0,ha ha ha good joke girl situation seeker,ham
You see the requirements please,31,0.0,0,0,requirement,ham
I WILL CAL YOU SIR. In meeting,30,4.17,4,0,cal sir meeting,ham
"I think your mentor is , but not 100 percent sure.",50,5.0,0,0,think mentor 100 percent sure,ham
You tell what happen dont behave like this to me. Ok no need to say,67,1.89,0,0,tell happen not behave like ok need,ham
they released another Italian one today and it has a cosign option,66,0.0,0,0,release italian today cosign option,ham
Babe ? I lost you ... :-(,25,36.84,0,0,babe lose,ham
Mm that time you dont like fun,30,0.0,0,0,mm time not like fun,ham
"Like I made him throw up when we were smoking in our friend's car one time, it was awesome",90,2.78,0,0,like throw smoke friend car time awesome,ham
Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9.,85,10.45,0,0,tomarrow want got court decimal come bus stand 9,ham
I'm on my way home. Went to change batt 4 my watch then go shop a bit lor.,74,5.26,0,0,m way home go change batt 4 watch shop bit lor,ham
Aiyo a bit pai seh Ì_ noe... Scared he dun rem who i am then die... Hee... But he become better lookin oredi leh...,115,14.13,1,0,aiyo bit pai seh ì noe scar dun rem die hee well lookin oredi leh,ham
Juz go google n search 4 qet...,31,12.0,0,0,juz google n search 4 qet,ham
You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,155,7.87,3,0,register sinco payee log icicibankcom enter urn confirm beware fraud share disclose urn,ham
Ok. Not sure what time tho as not sure if can get to library before class. Will try. See you at some point! Have good eve.,122,5.15,0,0,ok sure time tho sure library class try point good eve,ham
"Nimbomsons. Yep phone knows that one. Obviously, cos thats a real word",70,5.08,0,0,nimbomson yep phone know obviously cos s real word,ham
Am in film ill call you later.,30,4.17,0,0,film ill later,ham
Can Ì_ call me at 10:10 to make sure dat i've woken up...,57,13.33,1,0,ì 1010 sure dat ve wake,ham
"4 tacos + 1 rajas burrito, right?",33,11.11,0,0,4 taco 1 rajas burrito right,ham
I want to send something that can sell fast.  &lt;#&gt; k is not easy money.,76,11.48,0,0,want send sell fast k easy money,ham
How i noe... Did Ì_ specify da domain as nusstu... ÌÏ still in sch...,69,17.86,2,0,noe ì specify da domain nusstu ìï sch,ham
"Hey babe, sorry i didn't get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a Ptbo and he says it will cost  &lt;#&gt;  bucks. I don't know if it might be cheaper to find someone there ? We don't have any second hand machines at all right now, let me know what you want to do babe",327,5.47,0,0,hey babe sorry not soon gary come fix cause think know not far ptbo say cost buck not know cheap find not second hand machine right let know want babe,ham
"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. å£1.50 increments. Help08718728876",159,9.16,3,0,mila age23 blonde new uk look sex uk guy u like fun text mtalk 6986618 30pptxt 1st 5free å£150 increment help08718728876,spam
Sleeping nt feeling well,24,0.0,0,0,sleep not feel,ham
Kit Strip - you have been billed 150p. Netcollex Ltd. PO Box 1013 IG11 OJA,74,5.0,3,0,kit strip bill 150p netcollex ltd po box 1013 ig11 oja,spam
Prof: you have passed in all the papers in this sem congrats . . . . Student: Enna kalaachutaarama..!! Prof:???? Gud mrng!,122,15.84,0,0,prof pass paper sem congrat student enna kalaachutaarama prof gud mrng,ham
I absolutely LOVE South Park! I only recently started watching the office.,74,3.17,1,0,absolutely love south park recently start watch office,ham
What u mean u almost done? Done wif sleeping? But i tot u going to take a nap.. Yup i send her liao so i'm picking her up at ard 4 smth lor..,141,6.42,0,0,u mean u wif sleeping tot u go nap yup send liao m pick ard 4 smth lor,ham
"Yeah there's barely enough room for the two of us, x has too many fucking shoes. Sorry man, see you later",105,4.71,0,0,yeah s barely room x fucking shoe sorry man later,ham
Please leave this topic..sorry for telling that..,49,9.3,0,0,leave topicsorry tell,ham
All will come alive.better correct any good looking figure there itself..,73,4.76,0,0,come alivebetter correct good look figure,ham
Baaaaaaaabe! Wake up ! I miss you ! I crave you! I need you!,60,10.64,0,0,baaaaaaaabe wake miss crave need,ham
Lol your always so convincing.,30,3.85,0,0,lol convincing,ham
I just cooked a rather nice salmon a la you,43,0.0,0,0,cook nice salmon la,ham
